"","respondent_id","h1n1_knowledge","behavioral_antiviral_meds","behavioral_avoidance","behavioral_face_mask","behavioral_large_gatherings","behavioral_outside_home","doctor_recc_seasonal","child_under_6_months","health_worker","opinion_seas_vacc_effective","opinion_seas_risk","employment_industry_atmlpfrs","employment_industry_cfqqtusy","employment_industry_dotnnunm","employment_industry_haxffmxo","employment_industry_mfikgejo","employment_occupation_xgwztkwe"
"41",26747,0.5,0,1,0,1,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"42",26748,0.5,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,1
"43",26749,0.5,0,1,0,0,0,1,0,0,0.75,0.25,0,0,0,0,0,0
"44",26750,0.5,0,1,0,0,0,1,0,0,0.75,0.75,0,0,0,0,0,0
"45",26751,0.5,0,1,0,1,1,0,0,1,0.75,0.75,0,0,0,0,0,0
"46",26752,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"47",26753,0.5,0,1,1,1,1,0,0,0,0.75,0.75,0,0,0,0,0,0
"48",26754,1,0,0,0,0,0,1,0,1,0.25,0.25,0,0,0,0,0,0
"49",26755,0,0,1,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0
"50",26756,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
"51",26757,0.5,0,0,0,1,1,1,0,0,0.75,0.75,0,0,1,0,0,1
"52",26758,0.5,1,1,0,0,0,1,1,1,1,0.25,0,0,0,0,0,0
"53",26759,0.5,0,0,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0
"54",26760,0.5,0,1,0,1,0,0,0.00136678352333348,1.33433273050545e-05,0,0,0,0,0,0,0,0
"55",26761,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"56",26762,0.5,0,0,0,0,0,0,0,1,0.75,0.75,0,0,0,0,0,0
"57",26763,0.5,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0
"58",26764,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
"59",26765,0.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"60",26766,0.5,0,1,0,0,0,0,0,0,0.75,0.25,0,1,0,0,0,0
"61",26767,0.5,0,1,1,0,0,1,1,0,0.75,0.75,0,0,0,0,0,0
"62",26768,0.5,0,1,0,1,0,1,1,0,0.75,0.25,0,0,0,0,0,0
"63",26769,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"64",26770,0.5,0,0,0,0,0,1,0,0,0.75,0.75,0,0,0,0,0,0
"65",26771,0.5,0,0,0,0,0,0,0,0,0.75,0,0,1,0,0,0,1
"66",26772,1,0,1,0,0,0,0,0,0,1,0.25,1,0,0,0,0,0
"67",26773,1,0,1,0,0,0,1,0,0,0.75,0.25,0,0,0,0,0,0
"68",26774,1,0,1,0,0,0,1,0,1,0.25,0,0,0,0,0,0,0
"69",26775,0.5,0,1,0,0,1,0,0,0,0.75,0.75,0,0,0,0,0,0
"70",26776,0.5,0,1,0,1,0,1,0.0742705202361788,0.000378867481727168,0.75,0.247868611247372,0,0,0,0,0,0
"71",26777,0.5,0,1,0,0,0,1,0,0,0.75,1,0,0,0,0,0,0
"72",26778,0,0,0,0,0,0,0,0,0,0.75,1,0,0,0,0,0,0
"73",26779,0.5,0,1,0,0,0,0,0,0,1,0.75,0,0,0,0,0,0
"74",26780,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0
"75",26781,0.5,0,1,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0
"76",26782,0,0,1,0,1,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"77",26783,0.5,0,1,0,1,0,0,0,0,0.75,0.25,0,0,0,0,0,1
"78",26784,1,0,0,0,0,0,0.00485594625218108,0,1,0.75,0.75,0,0,0,0,0,0
"79",26785,0.5,0,1,0,0,0,1,0.00656689785360717,7.37384964500845e-06,0.130839174726236,0.03562819925486,0,0,0,0,0,0
"80",26786,0.5,0,1,0,1,0,0,0,0,0.75,0.25,1,0,0,0,0,0
"81",26787,0.5,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"82",26788,0.5,0,1,0,0,0,1,0,1,1,0.25,0,0,0,0,0,0
"83",26789,1,0,1,0,0,1,1,0,0,0.25,0.25,0,0,0,0,0,0
"84",26790,0.5,0,1,0,1,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"85",26791,0.5,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"86",26792,0.5,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
"87",26793,1,0,0,0,0,1,1,0,0,1,0.25,0,0,0,0,0,0
"88",26794,1,0,1,0,1,1,1,1,0,1,0.75,0,0,0,0,0,0
"89",26795,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"90",26796,0.5,0,1,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
"91",26797,0.5,0,0,0,0,0,1,0,1,0.5,0.75,0,0,0,0,0,0
"92",26798,0.5,0,1,0,1,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"93",26799,1,0,1,0,1,0,0,0.0242181202148007,0.00254552965238446,0.483026710520133,0.228706335515846,0,0,0,0,0,0
"94",26800,0.5,0,1,0,1,0,1,0,0,1,0.75,0,0,0,0,0,0
"95",26801,0.5,1,1,0,1,1,1,0,0,0.75,0,0,0,0,0,0,0
"96",26802,0.5,0,1,0,1,0,0,0,0,0.25,0.25,0,0,0,0,0,1
"97",26803,0.5,0,1,0,1,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"98",26804,0.5,0,1,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"99",26805,0.5,0,0,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0
"100",26806,0.5,0,1,0,1,1,1,0,0,1,0.25,0,0,0,0,0,0
"101",26807,0.5,0,1,1,0.00166690112029799,0,0,0,1,1,1,0,0,0,0,0,0
"102",26808,1,0,1,0,0,1,0.000169993946214102,0,0,0.75,0.75,0,0,0,0,0,0
"103",26809,0.5,0,1,0,0,1,0,1,0,1,0.75,0,0,0,0,0,0
"104",26810,0.5,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"105",26811,0.5,0,1,0,1,1,0,0,0,0.25,0.25,0,0,0,0,0,0
"106",26812,0.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"107",26813,0.5,0,1,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0
"108",26814,0.5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"109",26815,0.5,0,1,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"110",26816,0.5,1,1,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0
"111",26817,1,0,1,0,1,0,0.0045950919687704,0,0,0.75,0.75,0,0,0,0,0,0
"112",26818,0.5,0,1,0,0,0,0,0,0,0.75,0.75,0,0,1,0,0,0
"113",26819,0.5,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
"114",26820,1,0,1,0,0,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"115",26821,1,0,1,0,1,1,0,0,0,1,0.25,0,0,0,0,0,0
"116",26822,1,0,0,0,0,0,0,0,0,1,0.75,0,0,0,0,0,0
"117",26823,1,0,0,0,0,0,1,0,1,0.25,0.25,0,0,0,0,0,0
"118",26824,0.5,0,0,0,1,1,1,0,0,0.75,0,0,0,0,0,0,0
"119",26825,1,0,0,0,0,0,1,0,0,0.75,0.25,0,0,0,0,0,0
"120",26826,0.5,0,1,0,1,0,0,0,0,0.75,0.75,0,0,0,0,0,0
"121",26827,0.5,0,0,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0
"122",26828,0.5,0,0,0,1,1,0.00024754004237523,0,0,0.75,0.75,0,0,0,0,0,0
"123",26829,1,0,1,1,1,1,1,0,0,1,0.75,0,0,0,0,0,0
"124",26830,1,0,1,0,0,0,0.00978171483235536,0,0,1,0.25,0,0,0,0,0,0
"125",26831,1,0,1,0,0,1,0,0,1,1,0.25,0,0,0,0,0,0
"126",26832,0.5,0,1,0,0,0,1,0,0,1,0.75,0,0,0,0,0,0
"127",26833,0.5,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"128",26834,0,0,1,0,1,1,1,0,0,1,0.25,0,0,0,0,0,0
"129",26835,0.5,0,1,0,0,0,1,0,0,1,0.75,0,0,0,0,0,0
"130",26836,1,0,1,0,1,0,0,0,1,1,0.25,0,0,0,0,0,0
"131",26837,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",26838,0.5,0,1,0,0,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"133",26839,0.5,1,0,1,1,1,0.0027791574474249,0,1,0.75,0.25,0,0,0,0,0,0
"134",26840,0.5,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"135",26841,1,0,0.0775125357314009,0,0,0,1,0.00727602712502582,0.0033104387804132,0.75,0.5,0,0,0,0,0,0
"136",26842,1,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"137",26843,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"138",26844,0.5,0,0,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0
"139",26845,0.5,0,1,0,1,0,1,0,0,0.75,0.25,0,0,0,0,0,0
"140",26846,0.5,0,1,0,1,1,0,0,0,1,0.5,0,0,0,0,0,0
"141",26847,0.5,0,1,0,1,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"142",26848,1,0,1,0,1,1,0,0,0,1,0.75,0,0,0,0,0,0
"143",26849,1,0,1,1,1,1,0,0,1,0.25,0.75,0,0,0,0,0,0
"144",26850,0.5,0,1,0,1,1,1,1,0,1,0.75,1,0,0,0,0,0
"145",26851,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
"146",26852,0.5,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"147",26853,1,0,1,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0
"148",26854,0.5,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"149",26855,1,0,1,0,1,0,1,0,0,0.75,0.75,0,0,0,0,0,0
"150",26856,0.5,0,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0
"151",26857,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"152",26858,1,0,1,0,0,0,0,0,1,0.75,0.5,0,0,0,0,0,0
"153",26859,0.5,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"154",26860,0.5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"155",26861,1,0,1,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
"156",26862,0.5,0,1,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0
"157",26863,0.5,0,0,0,1,0,0,0,0,0.75,0.75,0,0,0,0,0,0
"158",26864,1,0,1,0,1,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"159",26865,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
"160",26866,0.5,0,1,0,1,1,0,1,0,0.75,0.75,0,0,0,0,0,0
"161",26867,1,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"162",26868,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"163",26869,0.5,0,0,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0
"164",26870,0.5,0,1,0,0,0,1,0,0.000384429146677597,1,0.25,0,0,0,0,0,0
"165",26871,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
"166",26872,0.5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"167",26873,0,0,1,0,1,1,1,0,0,0.75,0.75,0,0,0,0,0,0
"168",26874,0.5,0,1,0,1,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"169",26875,0.5,0,1,0,1,1,1,0,0,1,0.75,0,0,0,0,0,0
"170",26876,0.5,0,1,0,1,1,0,0.00265027934073472,0,0.25,0.25,0,0,0,0,0,0
"171",26877,1,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"172",26878,0.5,0,1,0,0,1,0,0,0,1,0.25,0,0,0,0,0,0
"173",26879,0.5,0,1,0,0,0,0.000673908668391523,0,0,0,0.25,0,0,0,0,0,0
"174",26880,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0
"175",26881,0,0,1,0,1,1,0,0,0,0.5,0,0,0,0,0,0,0
"176",26882,0.5,0,0,0,1,0,0,0,0,0.75,0,0,0,0,0,0,1
"177",26883,0.5,0,1,1,1,1,0,1,0,0.75,0.25,0,0,0,0,0,0
"178",26884,0,1,1,1,1,1,5.4571812379666e-05,0.0391561189431618,7.53773129761131e-06,0.102988317617538,0.0089078007522056,0,0,0,0,0,0
"179",26885,0.5,0.0274561556251987,1,0,0,1,0,0,1,0.75,1,0,0,0,0,0,0
"180",26886,0.5,0,1,0,1,1,0,0,0,1,0.5,0,0,0,0,0,0
"181",26887,0.5,1,0,0,1,0,1,0,0,0.75,0.75,0,0,0,0,0,0
"182",26888,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
"183",26889,0.5,0,0,0,0,0,0.000108119976814823,0,0,0.5,0.25,1,0,0,0,0,0
"184",26890,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"185",26891,1,0,1,0,0,0,0,0,0,1,0.75,0,0,0,0,0,1
"186",26892,0.5,0,1,0,1,0,0,0,1,0.75,1,0,0,0,0,0,0
"187",26893,0.5,0,1,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"188",26894,0.5,0,1,0,0,1,0,0,0,0.75,0.75,0,0,0,0,0,0
"189",26895,1,0,1,0,0,0,0,0,0,1,0.75,0,0,0,0,0,0
"190",26896,0.5,0,1,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"191",26897,0.5,0,1,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0
"192",26898,0.5,0,0,0,0,0,0,1,1,0.75,0.75,0,0,0,0,0,0
"193",26899,0.5,0,1,0,1,0,0,0,0,0.75,0,0,0,0,0,0,0
"194",26900,1,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"195",26901,0.5,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"196",26902,1,0,1,0,0,0,1,0,0,1,0.75,0,0,0,0,0,0
"197",26903,1,0,1,1,1,1,0,0,0,0.25,0.75,0,0,0,0,0,0
"198",26904,0.5,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"199",26905,0.5,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
"200",26906,0.5,0,1,0,1,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"201",26907,0.5,0,1,0,0,0,1,0,0,0.75,0,0,0,0,0,0,1
"202",26908,0.5,0,0,0,0,0,0.00414251164180044,0,0,1,0.5,0,0,0,0,0,0
"203",26909,0,0,1,0,0,0,1,0,1,0.25,0,0,0,0,0,0,0
"204",26910,0,0,1,0,0,0,0.000220807037360736,0,0,1,0.25,0,0,0,0,0,0
"205",26911,0.5,0,1,0,0,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"206",26912,1,0,1,0,0,0,1,0,0,1,0.75,0,0,0,0,0,0
"207",26913,1,0,1,0,1,0,1,0,1,0.75,0.75,0,0,0,0,0,0
"208",26914,0.5,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"209",26915,0.5,0,1,0,1,1,1,0,0,0.75,1,0,0,0,0,0,0
"210",26916,0.5,0,1,0,0,0,0,0,0,0.75,0.25,1,0,0,0,0,0
"211",26917,0.5,0,1,1,0,0,0.000106614063777809,1,0,0,0,0,0,0,0,0,0
"212",26918,1,0,1,0,0,0,0,0,1,1,0.75,0,0,0,0,0,0
"213",26919,1,0,0,1,1,1,0.000315075858537708,1,0,0.75,0.75,0,0,0,0,0,0
"214",26920,0.5,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,1
"215",26921,0.5,0,0,0,0,0,1,0,0,1,0.25,0,0,0,0,0,0
"216",26922,0.5,0,1,0,0,0,1,1,0,1,0.25,0,0,0,0,0,0
"217",26923,1,0,0.0443821384180922,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"218",26924,1,0,1,0,0,0,0,1,1,1,0.75,0,0,0,0,0,0
"219",26925,1,0,1,0,0,1,0,0,0,1,0.75,0,0,0,0,0,0
"220",26926,0,0,0,0,0,0,1,1,1,0.25,0.75,0,0,0,0,0,0
"221",26927,0.5,1,1,0,1,1,0,0,0,1,0.75,0,0,0,0,0,0
"222",26928,0.5,0,1,0,0,0,1,0.00729544099064032,2.53359515396948e-05,0.75,0.078058976775306,0,0,0,0,0,0
"223",26929,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"224",26930,0.5,0,1,0,0,0,1,0,1,1,0.75,0,0,0,0,0,0
"225",26931,1,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"226",26932,0,0,1,0,1,1,1,0,0,1,0.25,0,0,0,0,0,0
"227",26933,1,0,1,0,0,0,1,0,0,0.75,0.25,0,0,0,0,0,0
"228",26934,0.5,1,1,1,1,1,1,0,0,0.75,0.75,0,0,0,0,0,0
"229",26935,1,0,1,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0
"230",26936,0.5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"231",26937,1,0,1,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0
"232",26938,0.5,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"233",26939,0.5,0,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0
"234",26940,1,0,1,0,1,1,0,0,1,0.75,0,0,0,0,0,0,0
"235",26941,0.5,0,1,0,0,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"236",26942,1,0,1,0,0,0,1,0,0,1,0.25,0,0,0,0,0,0
"237",26943,1,0,1,0,0,0,1,1,0,0.75,0.75,0,0,0,0,0,0
"238",26944,0.5,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"239",26945,0.5,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"240",26946,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"241",26947,1,0,0,0,1,0,0.000134410117295315,0.00475684413715308,0.00439522817945449,0.127253270440542,0.0408974587755185,0,0,0,0,0,0
"242",26948,0.5,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0
"243",26949,0.5,0,1,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0
"244",26950,0.5,0,0,0,0,0,1,0.00234711724908773,0,0.5,0.25,0,0,0,0,0,0
"245",26951,0.5,0,1,0,1,1,0,0,0,0.75,0,0,0,0,0,0,0
"246",26952,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
"247",26953,0.5,0,0.0642842962147248,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"248",26954,0.5,0,1,0,0,0,0.000161899503206706,0,0,0.75,0,0,0,0,0,0,0
"249",26955,0.5,0,1,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0
"250",26956,1,0,1,0,0,1,6.53427385460742e-05,0.0322462864869816,2.22161079461181e-05,0.0829811506564437,0.00361372407301,0,0,0,0,0,0
"251",26957,0.5,0,1,0,1,1,1,0,0,1,0.25,0,0,0,0,0,0
"252",26958,0.5,0,1,0,0,1,0.00879819510660434,1,1,1,0.75,0,0,0,0,0,0
"253",26959,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"254",26960,0.5,0,1,0,1,1,0,0,0,0.25,0,0,0,0,0,0,0
"255",26961,0,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"256",26962,0.5,0,0,0,0,1,1,0.00428171231431695,0.00113013738574433,0.75,0.75,0,0,0,0,0,0
"257",26963,0.5,0,1,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0
"258",26964,1,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"259",26965,0.5,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"260",26966,0.5,0,1,0,0,0,0,0.000423220926004977,0.000545030550852152,0,0,0,0,0,0,0,0
"261",26967,0.5,0,0,0,0,0,0.000118764800481594,0.00513798671818663,0.0032628340136119,0.08609365136102,0.00450379870644835,0,0,0,0,0,0
"262",26968,1,0,1,0,1,1,0,0,0,1,0.75,0,0,0,0,0,0
"263",26969,0.5,0,1,0,0,0,0,0,1,0.25,0,0,0,0,0,0,0
"264",26970,0.5,0,1,1,1,1,0,0,0,1,0.75,0,0,0,0,0,0
"265",26971,1,0,1,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"266",26972,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0
"267",26973,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"268",26974,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"269",26975,1,0,1,0,1,1,0,0,0,1,0.25,0,0,0,0,0,0
"270",26976,1,0,1,0,0,0,1,1,1,0.25,0.25,0,0,0,0,0,0
"271",26977,0.5,0,0.026114631353155,0,1,1,0,0,0,0.5,0.25,0,0,0,0,0,0
"272",26978,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"273",26979,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
"274",26980,0,0,0,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0
"275",26981,1,0,1,0,1,1,0.00381027918995919,0,0,1,0,0,0,0,0,0,0
"276",26982,0.5,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"277",26983,0,0,0,0,0,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"278",26984,0.5,0,1,0,0,0,0,0,0,0.75,0.25,1,0,0,0,0,0
"279",26985,0.5,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"280",26986,1,0,1,0,0,0,0,0,1,0.75,0,0,0,0,0,0,0
"281",26987,0.5,0,1,0,1,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"282",26988,0,0,1,0,0,0,0.000122683234688273,0,0,0.5,0,0,0,0,0,0,1
"283",26989,0.5,1,1,1,0,1,0,0,0,1,0.75,0,0,0,0,0,0
"284",26990,1,0,1,0,1,1,0.000125437741617067,0,0,0,0,0,0,0,0,0,0
"285",26991,1,0,1,0,1,0,1,0,0,0.75,0.25,0,0,1,0,0,1
"286",26992,0.5,0,1,0,0,0,1,0,0,0.75,0.25,0,0,0,0,0,0
"287",26993,1,0,1,0,1,0,0,0,0,1,0.75,0,0,0,0,0,0
"288",26994,1,0,1,0,0,0,0.000270792769354064,0,0,1,0,0,0,0,0,0,0
"289",26995,1,0,0,0,0,0,0.000219594458739165,0,1,0.25,0.75,0,0,0,0,0,0
"290",26996,0.5,0,1,0,0,1,1,0,0,0.75,0.25,0,0,0,0,0,0
"291",26997,0,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"292",26998,0.5,0,1,1,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"293",26999,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"294",27000,0.5,0,1,0,1,0,0,1,0,0.75,0,0,0,0,0,0,0
"295",27001,0.5,0,1,1,1,0,1,0,0,0.75,0.25,0,0,0,0,0,0
"296",27002,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"297",27003,0.5,0,0,0,0,0,0.000135144601789447,0,0,0.25,0,0,0,0,0,0,0
